container_id,timestamp,commodity,temperature,humidity,vibration,condition,date,hour,minute,temperature_min,temperature_max,humidity_min,humidity_max,temperature_deviation,humidity_deviation,temperature_risk_score,humidity_risk_score,vibration_risk_score,microclimate_risk_score,microclimate_risk,temperature_excursion,humidity_excursion,vibration_anomaly,exposure_minutes,exposure_multiplier,microclimate_severity,temperature_severity,humidity_severity,vibration_severity,spoilage_risk_score,spoilage_risk,spoilage_flag,market_price_per_kg,spoilage_value_factor,cargo_value,potential_spoilage_loss,opportunity_score,recommended_action,arbitrage_opportunity
CONT_001,2026-09-10 17:48:09.442059,Avocado,2.62,100.0,0.31,WARNING,2026-09-10,17,48,5.0,13.0,85.0,95.0,2.38,5.0,0.476,0.25,0.2749999999999999,34.66,Medium,True,True,False,0.0333699499999999,0.0033369949999999,0.3465999999999999,0.476,0.25,0.2749999999999999,31.65,Medium,False,180,0.45,18000,2563.65,56.97,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:48:11.444256,Tomato,11.25,87.76,0.2,NORMAL,2026-09-10,17,48,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0670594666666666,0.0067059466666666,0.0,0.0,0.0,0.0,0.07,Low,False,60,0.3,6000,1.26,0.04,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:48:15.467824,Avocado,7.61,85.21,0.09,NORMAL,2026-09-10,17,48,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.4216660333333333,0.0421666033333333,0.0,0.0,0.0,0.0,0.42,Low,False,180,0.45,18000,34.02,0.76,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:48:40.767786,Tomato,14.81,66.14,0.27,WARNING,2026-09-10,17,48,10.0,12.0,85.0,95.0,2.81,18.86,0.562,0.943,0.175,59.86,Medium,True,True,False,0.13594255,0.013594255,0.5986,0.562,0.943,0.175,54.21,Medium,False,60,0.3,6000,975.78,32.53,MONITOR_CLOSELY,False
CONT_001,2026-09-10 17:48:48.924339,Banana,13.24,90.4,0.15,NORMAL,2026-09-10,17,48,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0667758333333333,0.0066775833333333,0.0,0.0,0.0,0.0,0.07,Low,False,70,0.35,7000,1.72,0.05,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:48:52.930889,Tomato,11.63,87.58,0.2,NORMAL,2026-09-10,17,48,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0668279,0.00668279,0.0,0.0,0.0,0.0,0.07,Low,False,60,0.3,6000,1.26,0.04,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:48:56.940563,Tomato,10.03,90.46,0.16,NORMAL,2026-09-10,17,48,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0333803166666666,0.0033380316666666,0.0,0.0,0.0,0.0,0.03,Low,False,60,0.3,6000,0.54,0.02,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:48:58.943382,Tomato,14.45,65.14,0.24,WARNING,2026-09-10,17,48,10.0,12.0,85.0,95.0,2.45,19.86,0.49,0.993,0.0999999999999999,56.86,Medium,True,True,False,0.4505524,0.04505524,0.5686,0.49,0.993,0.0999999999999999,51.73,Medium,False,60,0.3,6000,931.14,31.04,MONITOR_CLOSELY,False
CONT_001,2026-09-10 17:49:25.976526,Avocado,15.87,100.0,0.23,WARNING,2026-09-10,17,49,5.0,13.0,85.0,95.0,2.87,5.0,0.5740000000000001,0.25,0.075,33.58,Medium,True,True,False,0.1373301833333333,0.0137330183333333,0.3358,0.5740000000000001,0.25,0.075,31.23,Medium,False,180,0.45,18000,2529.63,56.21,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:49:34.216337,Avocado,-1.47,100.0,0.54,ANOMALY,2026-09-10,17,49,5.0,13.0,85.0,95.0,6.47,5.0,1.0,0.25,0.85,70.0,High,True,True,True,0.0670041166666666,0.0067004116666666,0.7,1.0,0.25,0.85,63.82,High,True,180,0.45,18000,5169.42,114.88,PRIORITIZE_DELIVERY,True
CONT_001,2026-09-10 17:49:38.236584,Avocado,5.84,90.04,0.19,NORMAL,2026-09-10,17,49,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0670972833333333,0.0067097283333333,0.0,0.0,0.0,0.0,0.07,Low,False,180,0.45,18000,5.67,0.13,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:49:42.262421,Tomato,11.63,92.38,0.16,NORMAL,2026-09-10,17,49,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.03336665,0.003336665,0.0,0.0,0.0,0.0,0.03,Low,False,60,0.3,6000,0.54,0.02,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:49:44.264420,Avocado,7.04,91.64,0.17,NORMAL,2026-09-10,17,49,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.4340963333333333,0.0434096333333333,0.0,0.0,0.0,0.0,0.43,Low,False,180,0.45,18000,34.83,0.77,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:50:10.310200,Avocado,11.87,90.84,0.11,NORMAL,2026-09-10,17,50,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0667518166666666,0.0066751816666666,0.0,0.0,0.0,0.0,0.07,Low,False,180,0.45,18000,5.67,0.13,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:50:14.315309,Banana,13.24,91.14,0.19,NORMAL,2026-09-10,17,50,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.2018804666666666,0.0201880466666666,0.0,0.0,0.0,0.0,0.2,Low,False,70,0.35,7000,4.9,0.14,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:50:26.428137,Banana,13.39,88.34,0.07,NORMAL,2026-09-10,17,50,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,2.0,0.2,0.0,0.0,0.0,0.0,2.0,Low,False,70,0.35,7000,49.0,1.4,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:39:46.908373,Banana,13.46,91.67,0.09,NORMAL,2026-09-10,17,39,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0989913499999999,0.009899135,0.0,0.0,0.0,0.0,0.1,Low,False,70,0.35,7000,2.45,0.07,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:39:52.847854,Banana,8.84,72.7,0.44,ANOMALY,2026-09-10,17,39,13.0,14.0,85.0,95.0,4.16,12.3,0.8320000000000001,0.615,0.6,69.81,High,True,True,True,0.00114935,0.000114935,0.6981,0.8320000000000001,0.615,0.6,63.28,High,True,70,0.35,7000,1550.36,44.3,PRIORITIZE_DELIVERY,False
CONT_002,2026-09-10 17:39:52.916815,Banana,16.13,100.0,0.21,WARNING,2026-09-10,17,39,13.0,14.0,85.0,95.0,2.13,5.0,0.426,0.25,0.0249999999999999,26.42,Medium,True,True,False,0.3033805166666666,0.0303380516666666,0.2642,0.426,0.25,0.0249999999999999,24.71,Low,False,70,0.35,7000,605.4,17.3,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:40:11.119646,Avocado,5.1,89.93,0.08,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.1337430999999999,0.0133743099999999,0.0,0.0,0.0,0.0,0.13,Low,False,180,0.45,18000,10.53,0.23,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:40:19.144232,Tomato,10.27,92.48,0.1,NORMAL,2026-09-10,17,40,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0707473999999999,0.0070747399999999,0.0,0.0,0.0,0.0,0.07,Low,False,60,0.3,6000,1.26,0.04,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:40:23.389076,Tomato,10.32,89.71,0.06,NORMAL,2026-09-10,17,40,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0627978666666666,0.0062797866666666,0.0,0.0,0.0,0.0,0.06,Low,False,60,0.3,6000,1.08,0.04,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:40:27.156948,Avocado,7.72,91.17,0.2,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.03341945,0.003341945,0.0,0.0,0.0,0.0,0.03,Low,False,180,0.45,18000,2.43,0.05,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:40:29.162115,Mango,10.55,86.9,0.06,NORMAL,2026-09-10,17,40,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0040041666666666,0.0004004166666666,0.0,0.0,0.0,0.0,0.0,Low,False,140,0.4,14000,0.0,0.0,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:40:29.402365,Avocado,8.1,87.14,0.1,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0325130666666666,0.0032513066666666,0.0,0.0,0.0,0.0,0.03,Low,False,180,0.45,18000,2.43,0.05,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:40:31.353149,Avocado,-1.92,63.09,0.48,ANOMALY,2026-09-10,17,40,5.0,13.0,85.0,95.0,6.92,21.91,1.0,1.0,0.6999999999999998,92.5,Critical,True,True,True,0.0333637666666666,0.0033363766666666,0.925,1.0,1.0,0.6999999999999998,83.66,Critical,True,180,0.45,18000,6776.46,150.59,URGENT_REROUTE,True
CONT_002,2026-09-10 17:40:33.354975,Avocado,10.9,89.17,0.06,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0771755166666666,0.0077175516666666,0.0,0.0,0.0,0.0,0.08,Low,False,180,0.45,18000,6.48,0.14,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:40:37.985506,Avocado,10.67,85.9,0.19,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.1728099833333333,0.0172809983333333,0.0,0.0,0.0,0.0,0.17,Low,False,180,0.45,18000,13.77,0.31,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:40:48.354105,Banana,18.68,100.0,0.37,ANOMALY,2026-09-10,17,40,13.0,14.0,85.0,95.0,4.68,5.0,0.936,0.25,0.4249999999999999,56.81,Medium,True,True,True,0.0005624,5.624e-05,0.5681,0.936,0.25,0.4249999999999999,52.29,Medium,False,70,0.35,7000,1281.1,36.6,MONITOR_CLOSELY,False
CONT_002,2026-09-10 17:40:48.387849,Avocado,3.58,63.99,0.21,WARNING,2026-09-10,17,40,5.0,13.0,85.0,95.0,1.42,21.01,0.284,1.0,0.0249999999999999,46.98,Medium,True,True,False,0.0337733999999999,0.0033773399999999,0.4698,0.284,1.0,0.0249999999999999,42.1,Medium,False,180,0.45,18000,3410.1,75.78,MONITOR_CLOSELY,False
CONT_002,2026-09-10 17:40:50.414253,Avocado,5.15,85.07,0.05,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0667836333333333,0.0066783633333333,0.0,0.0,0.0,0.0,0.07,Low,False,180,0.45,18000,5.67,0.13,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:40:54.421271,Avocado,17.81,62.32,0.38,ANOMALY,2026-09-10,17,40,5.0,13.0,85.0,95.0,4.81,22.68,0.962,1.0,0.4499999999999999,84.73,Critical,True,True,True,0.0387542666666666,0.0038754266666666,0.8473,0.962,1.0,0.4499999999999999,76.91,High,True,180,0.45,18000,6229.71,138.44,PRIORITIZE_DELIVERY,True
CONT_002,2026-09-10 17:40:56.746527,Tomato,10.04,90.16,0.07,NORMAL,2026-09-10,17,40,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0558010833333333,0.0055801083333333,0.0,0.0,0.0,0.0,0.06,Low,False,60,0.3,6000,1.08,0.04,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:41:00.094592,Avocado,12.33,86.89,0.18,NORMAL,2026-09-10,17,41,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0015573333333333,0.0001557333333333,0.0,0.0,0.0,0.0,0.0,Low,False,180,0.45,18000,0.0,0.0,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:41:00.188032,Mango,5.33,61.89,0.58,ANOMALY,2026-09-10,17,41,10.0,13.0,85.0,90.0,4.67,23.11,0.934,1.0,0.9499999999999998,96.11,Critical,True,True,True,0.1021730333333333,0.0102173033333333,0.9611,0.934,1.0,0.9499999999999998,86.53,Critical,True,140,0.4,14000,4845.68,121.14,URGENT_REROUTE,True
CONT_002,2026-09-10 17:41:06.318414,Banana,13.45,92.89,0.06,NORMAL,2026-09-10,17,41,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.2031877666666666,0.0203187766666666,0.0,0.0,0.0,0.0,0.2,Low,False,70,0.35,7000,4.9,0.14,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:41:18.509680,Mango,7.9,65.63,0.33,WARNING,2026-09-10,17,41,10.0,13.0,85.0,90.0,2.1,19.37,0.42,0.9685,0.325,58.82,Medium,True,True,False,0.1352442333333333,0.0135244233333333,0.5882000000000001,0.42,0.9685,0.325,52.78,Medium,False,140,0.4,14000,2955.68,73.89,MONITOR_CLOSELY,False
CONT_002,2026-09-10 17:41:26.624334,Avocado,9.8,91.1,0.06,NORMAL,2026-09-10,17,41,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.06676455,0.006676455,0.0,0.0,0.0,0.0,0.07,Low,False,180,0.45,18000,5.67,0.13,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:41:30.630207,Tomato,11.3,87.35,0.09,NORMAL,2026-09-10,17,41,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.06695175,0.006695175,0.0,0.0,0.0,0.0,0.07,Low,False,60,0.3,6000,1.26,0.04,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:41:34.647312,Tomato,7.92,68.52,0.29,WARNING,2026-09-10,17,41,10.0,12.0,85.0,95.0,2.08,16.48,0.416,0.8240000000000001,0.2249999999999999,51.1,Medium,True,True,False,0.1004294833333333,0.0100429483333333,0.511,0.416,0.8240000000000001,0.2249999999999999,46.03,Medium,False,60,0.3,6000,828.54,27.62,MONITOR_CLOSELY,False
CONT_002,2026-09-10 17:41:40.673081,Mango,10.86,87.8,0.15,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.1002735166666666,0.0100273516666666,0.0,0.0,0.0,0.0,0.1,Low,False,140,0.4,14000,5.6,0.14,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:41:46.689492,Mango,12.0,88.09,0.06,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.17219585,0.017219585,0.0,0.0,0.0,0.0,0.17,Low,False,140,0.4,14000,9.52,0.24,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:41:57.021243,Mango,12.8,85.78,0.05,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0002281333333333,2.281333333333333e-05,0.0,0.0,0.0,0.0,0.0,Low,False,140,0.4,14000,0.0,0.0,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:41:57.034931,Mango,15.13,100.0,0.28,WARNING,2026-09-10,17,41,10.0,13.0,85.0,90.0,2.13,10.0,0.426,0.5,0.2,39.54,Medium,True,True,False,0.2026406,0.02026406,0.3954,0.426,0.5,0.2,36.02,Medium,False,140,0.4,14000,2017.12,50.43,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:42:09.193367,Banana,13.73,90.28,0.08,NORMAL,2026-09-10,17,42,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0333903833333333,0.0033390383333333,0.0,0.0,0.0,0.0,0.03,Low,False,70,0.35,7000,0.74,0.02,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:42:11.196790,Mango,15.71,100.0,0.29,WARNING,2026-09-10,17,42,10.0,13.0,85.0,90.0,2.71,10.0,0.542,0.5,0.2249999999999999,44.8,Medium,True,True,False,0.03338175,0.003338175,0.4479999999999999,0.542,0.5,0.2249999999999999,40.78,Medium,False,140,0.4,14000,2283.68,57.09,MONITOR_CLOSELY,False
CONT_002,2026-09-10 17:42:13.199695,Mango,8.92,100.0,0.23,WARNING,2026-09-10,17,42,10.0,13.0,85.0,90.0,1.08,10.0,0.216,0.5,0.075,28.02,Medium,True,True,False,0.03350315,0.003350315,0.2802,0.216,0.5,0.075,25.21,Medium,False,140,0.4,14000,1411.76,35.29,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:42:15.209884,Banana,13.29,89.67,0.16,NORMAL,2026-09-10,17,42,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.1001033,0.01001033,0.0,0.0,0.0,0.0,0.1,Low,False,70,0.35,7000,2.45,0.07,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:42:21.216082,Mango,11.56,85.56,0.1,NORMAL,2026-09-10,17,42,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0333699166666666,0.0033369916666666,0.0,0.0,0.0,0.0,0.03,Low,False,140,0.4,14000,1.68,0.04,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:42:23.218277,Avocado,15.61,100.0,0.22,WARNING,2026-09-10,17,42,5.0,13.0,85.0,95.0,2.61,5.0,0.522,0.25,0.0499999999999999,30.88,Medium,True,True,False,0.0336503666666666,0.0033650366666666,0.3087999999999999,0.522,0.25,0.0499999999999999,28.62,Medium,False,180,0.45,18000,2318.22,51.52,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:42:25.237299,Mango,6.48,100.0,0.58,ANOMALY,2026-09-10,17,42,10.0,13.0,85.0,90.0,3.52,10.0,0.704,0.5,0.9499999999999998,69.41,High,True,True,True,0.0338390499999999,0.0033839049999999,0.6940999999999999,0.704,0.5,0.9499999999999998,62.35,High,True,140,0.4,14000,3491.6,87.29,PRIORITIZE_DELIVERY,True
CONT_002,2026-09-10 17:42:27.267642,Mango,11.78,85.09,0.15,NORMAL,2026-09-10,17,42,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.2004951166666666,0.0200495116666666,0.0,0.0,0.0,0.0,0.2,Low,False,140,0.4,14000,11.2,0.28,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:42:39.297349,Tomato,11.53,85.47,0.16,NORMAL,2026-09-10,17,42,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.066772,0.0066771999999999,0.0,0.0,0.0,0.0,0.07,Low,False,60,0.3,6000,1.26,0.04,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:42:43.303669,Avocado,11.41,94.09,0.18,NORMAL,2026-09-10,17,42,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0668470999999999,0.0066847099999999,0.0,0.0,0.0,0.0,0.07,Low,False,180,0.45,18000,5.67,0.13,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:42:47.314495,Avocado,7.1,89.0,0.14,NORMAL,2026-09-10,17,42,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.2437408666666666,0.0243740866666666,0.0,0.0,0.0,0.0,0.24,Low,False,180,0.45,18000,19.44,0.43,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:43:01.938947,Banana,13.47,93.96,0.18,NORMAL,2026-09-10,17,43,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0669217166666666,0.0066921716666666,0.0,0.0,0.0,0.0,0.07,Low,False,70,0.35,7000,1.72,0.05,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:43:05.954250,Mango,12.46,89.53,0.1,NORMAL,2026-09-10,17,43,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0003012833333333,3.012833333333333e-05,0.0,0.0,0.0,0.0,0.0,Low,False,140,0.4,14000,0.0,0.0,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:43:05.972327,Tomato,11.13,93.18,0.07,NORMAL,2026-09-10,17,43,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0330771333333333,0.0033077133333333,0.0,0.0,0.0,0.0,0.03,Low,False,60,0.3,6000,0.54,0.02,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:43:07.956955,Avocado,8.56,86.4,0.07,NORMAL,2026-09-10,17,43,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.10049875,0.010049875,0.0,0.0,0.0,0.0,0.1,Low,False,180,0.45,18000,8.1,0.18,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:43:13.986880,Avocado,7.04,89.34,0.15,NORMAL,2026-09-10,17,43,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0333819,0.00333819,0.0,0.0,0.0,0.0,0.03,Low,False,180,0.45,18000,2.43,0.05,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:43:15.989794,Avocado,7.31,89.79,0.19,NORMAL,2026-09-10,17,43,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.07015155,0.007015155,0.0,0.0,0.0,0.0,0.07,Low,False,180,0.45,18000,5.67,0.13,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:43:20.198887,Banana,11.58,100.0,0.33,WARNING,2026-09-10,17,43,13.0,14.0,85.0,95.0,1.42,5.0,0.284,0.25,0.325,28.24,Medium,True,True,False,0.11250985,0.011250985,0.2824,0.284,0.25,0.325,25.5,Medium,False,70,0.35,7000,624.75,17.85,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:43:26.949478,Mango,15.56,73.39,0.32,WARNING,2026-09-10,17,43,10.0,13.0,85.0,90.0,2.56,11.61,0.512,0.5805,0.3,48.3,Medium,True,True,False,0.0669427166666666,0.0066942716666666,0.483,0.512,0.5805,0.3,43.75,Medium,False,140,0.4,14000,2450.0,61.25,MONITOR_CLOSELY,False
CONT_002,2026-09-10 17:43:30.966041,Banana,13.86,87.72,0.06,NORMAL,2026-09-10,17,43,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.1727626833333333,0.0172762683333333,0.0,0.0,0.0,0.0,0.17,Low,False,70,0.35,7000,4.16,0.12,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:43:41.331802,Mango,11.34,87.8,0.17,NORMAL,2026-09-10,17,43,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0281099833333333,0.0028109983333333,0.0,0.0,0.0,0.0,0.03,Low,False,140,0.4,14000,1.68,0.04,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:43:43.018401,Avocado,6.98,85.22,0.17,NORMAL,2026-09-10,17,43,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0721151833333333,0.0072115183333333,0.0,0.0,0.0,0.0,0.07,Low,False,180,0.45,18000,5.67,0.13,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:43:47.345312,Tomato,8.87,100.0,0.21,WARNING,2026-09-10,17,43,10.0,12.0,85.0,95.0,1.13,5.0,0.2259999999999999,0.25,0.0249999999999999,18.42,Low,True,True,False,0.12837235,0.0128372349999999,0.1842,0.2259999999999999,0.25,0.0249999999999999,16.94,Low,False,60,0.3,6000,304.92,10.16,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:43:55.047653,Banana,11.44,100.0,0.29,WARNING,2026-09-10,17,43,13.0,14.0,85.0,95.0,1.56,5.0,0.312,0.25,0.2249999999999999,26.85,Medium,True,True,False,0.0333705333333333,0.0033370533333333,0.2685,0.312,0.25,0.2249999999999999,24.36,Low,False,70,0.35,7000,596.82,17.05,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:43:57.049885,Banana,11.87,100.0,0.27,WARNING,2026-09-10,17,43,13.0,14.0,85.0,95.0,1.13,5.0,0.2259999999999999,0.25,0.175,22.17,Low,True,True,False,0.0729598166666666,0.0072959816666666,0.2217,0.2259999999999999,0.25,0.175,20.07,Low,False,70,0.35,7000,491.72,14.05,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:44:01.427474,Mango,7.02,100.0,0.22,WARNING,2026-09-10,17,44,10.0,13.0,85.0,90.0,2.98,10.0,0.596,0.5,0.0499999999999999,42.59,Medium,True,True,False,0.03344985,0.003344985,0.4259,0.596,0.5,0.0499999999999999,39.12,Medium,False,140,0.4,14000,2190.72,54.77,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:44:03.434465,Mango,12.78,86.65,0.09,NORMAL,2026-09-10,17,44,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0341308333333333,0.0034130833333333,0.0,0.0,0.0,0.0,0.03,Low,False,140,0.4,14000,1.68,0.04,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:44:05.482315,Tomato,10.39,85.02,0.18,NORMAL,2026-09-10,17,44,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.3343416666666667,0.0334341666666666,0.0,0.0,0.0,0.0,0.33,Low,False,60,0.3,6000,5.94,0.2,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:44:25.542815,Mango,11.01,85.12,0.09,NORMAL,2026-09-10,17,44,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.1974167166666666,0.0197416716666666,0.0,0.0,0.0,0.0,0.2,Low,False,140,0.4,14000,11.2,0.28,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:44:37.387818,Tomato,11.54,90.44,0.07,NORMAL,2026-09-10,17,44,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.1006252166666666,0.0100625216666666,0.0,0.0,0.0,0.0,0.1,Low,False,60,0.3,6000,1.8,0.06,NORMAL_TRANSIT,False
CONT_002,2026-09-10 17:44:43.425331,Avocado,11.28,85.18,0.07,NORMAL,2026-09-10,17,44,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0368510166666666,0.0036851016666666,0.0,0.0,0.0,0.0,0.04,Low,False,180,0.45,18000,3.24,0.07,NORMAL_TRANSIT,False
