container_id,timestamp,commodity,temperature,humidity,vibration,condition,date,hour,minute,temperature_min,temperature_max,humidity_min,humidity_max,temperature_deviation,humidity_deviation,temperature_risk_score,humidity_risk_score,vibration_risk_score,microclimate_risk_score,microclimate_risk,temperature_excursion,humidity_excursion,vibration_anomaly
CONT_004,2026-09-10 17:41:53.002725,Mango,12.42,88.86,0.13,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:41:55.005250,Avocado,6.83,89.07,0.11,NORMAL,2026-09-10,17,41,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:41:55.006652,Banana,13.03,88.93,0.12,NORMAL,2026-09-10,17,41,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:41:57.021243,Mango,12.8,85.78,0.05,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:41:57.034931,Mango,15.13,100.0,0.28,WARNING,2026-09-10,17,41,10.0,13.0,85.0,90.0,2.13,10.0,0.426,0.5,0.20000000000000004,39.54,Medium,True,True,False
CONT_005,2026-09-10 17:41:59.082107,Tomato,11.05,90.36,0.1,NORMAL,2026-09-10,17,41,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:41:59.080902,Avocado,5.79,89.41,0.13,NORMAL,2026-09-10,17,41,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:42:01.086699,Avocado,6.61,88.62,0.07,NORMAL,2026-09-10,17,42,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:42:01.086168,Mango,12.05,85.71,0.06,NORMAL,2026-09-10,17,42,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:42:03.109912,Banana,10.3,100.0,0.22,WARNING,2026-09-10,17,42,13.0,14.0,85.0,95.0,2.7,5.0,0.54,0.25,0.049999999999999975,31.6,Medium,True,True,False
CONT_005,2026-09-10 17:42:03.142919,Avocado,6.92,87.94,0.15,NORMAL,2026-09-10,17,42,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:42:05.180666,Avocado,11.71,89.09,0.18,NORMAL,2026-09-10,17,42,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:42:05.171187,Mango,8.39,100.0,0.23,WARNING,2026-09-10,17,42,10.0,13.0,85.0,90.0,1.61,10.0,0.322,0.5,0.075,32.25,Medium,True,True,False
CONT_005,2026-09-10 17:42:07.191217,Banana,13.36,86.24,0.05,NORMAL,2026-09-10,17,42,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:42:07.198750,Avocado,2.04,100.0,0.26,WARNING,2026-09-10,17,42,5.0,13.0,85.0,95.0,2.96,5.0,0.592,0.25,0.15,36.18,Medium,True,True,False
CONT_002,2026-09-10 17:42:09.193367,Banana,13.73,90.28,0.08,NORMAL,2026-09-10,17,42,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:42:09.201369,Mango,11.93,89.45,0.1,NORMAL,2026-09-10,17,42,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:42:11.196790,Mango,15.71,100.0,0.29,WARNING,2026-09-10,17,42,10.0,13.0,85.0,90.0,2.71,10.0,0.542,0.5,0.22499999999999992,44.8,Medium,True,True,False
CONT_003,2026-09-10 17:42:11.203887,Banana,13.53,92.08,0.08,NORMAL,2026-09-10,17,42,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:42:13.199695,Mango,8.92,100.0,0.23,WARNING,2026-09-10,17,42,10.0,13.0,85.0,90.0,1.08,10.0,0.21600000000000003,0.5,0.075,28.02,Medium,True,True,False
CONT_004,2026-09-10 17:42:13.206420,Avocado,11.1,92.5,0.08,NORMAL,2026-09-10,17,42,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:42:15.205507,Tomato,11.46,93.98,0.07,NORMAL,2026-09-10,17,42,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:42:15.209884,Banana,13.29,89.67,0.16,NORMAL,2026-09-10,17,42,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:42:17.209558,Tomato,10.64,86.5,0.2,NORMAL,2026-09-10,17,42,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:42:17.221896,Tomato,11.95,92.78,0.08,NORMAL,2026-09-10,17,42,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:42:19.213160,Avocado,-0.66,65.26,0.43,ANOMALY,2026-09-10,17,42,5.0,13.0,85.0,95.0,5.66,19.74,1.0,0.9869999999999999,0.575,88.92,Critical,True,True,True
CONT_001,2026-09-10 17:42:19.224478,Mango,12.6,87.92,0.11,NORMAL,2026-09-10,17,42,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:42:21.216082,Mango,11.56,85.56,0.1,NORMAL,2026-09-10,17,42,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:42:21.228463,Tomato,11.92,85.43,0.15,NORMAL,2026-09-10,17,42,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:42:23.218277,Avocado,15.61,100.0,0.22,WARNING,2026-09-10,17,42,5.0,13.0,85.0,95.0,2.61,5.0,0.522,0.25,0.049999999999999975,30.88,Medium,True,True,False
CONT_003,2026-09-10 17:42:23.233105,Tomato,11.39,92.64,0.19,NORMAL,2026-09-10,17,42,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:42:25.222085,Banana,7.55,100.0,0.49,ANOMALY,2026-09-10,17,42,13.0,14.0,85.0,95.0,5.45,5.0,1.0,0.25,0.7249999999999999,66.88,High,True,True,True
CONT_002,2026-09-10 17:42:25.237299,Mango,6.48,100.0,0.58,ANOMALY,2026-09-10,17,42,10.0,13.0,85.0,90.0,3.52,10.0,0.704,0.5,0.9499999999999998,69.41,High,True,True,True
CONT_002,2026-09-10 17:42:27.267642,Mango,11.78,85.09,0.15,NORMAL,2026-09-10,17,42,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:42:27.266045,Avocado,10.27,85.47,0.13,NORMAL,2026-09-10,17,42,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:42:29.271708,Mango,11.19,88.66,0.15,NORMAL,2026-09-10,17,42,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:42:29.274161,Tomato,10.87,86.0,0.07,NORMAL,2026-09-10,17,42,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:42:31.275270,Avocado,10.58,91.09,0.11,NORMAL,2026-09-10,17,42,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:42:31.276598,Banana,18.97,100.0,0.45,ANOMALY,2026-09-10,17,42,13.0,14.0,85.0,95.0,4.97,5.0,0.994,0.25,0.625,64.13,High,True,True,True
CONT_005,2026-09-10 17:42:33.281371,Avocado,18.85,100.0,0.41,ANOMALY,2026-09-10,17,42,5.0,13.0,85.0,95.0,5.85,5.0,1.0,0.25,0.5249999999999999,61.88,High,True,True,True
CONT_001,2026-09-10 17:42:33.282970,Tomato,11.18,93.24,0.16,NORMAL,2026-09-10,17,42,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:42:35.283871,Banana,13.99,87.94,0.16,NORMAL,2026-09-10,17,42,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:42:35.286426,Avocado,8.7,94.6,0.1,NORMAL,2026-09-10,17,42,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:42:37.286067,Tomato,10.69,85.95,0.15,NORMAL,2026-09-10,17,42,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:42:37.288988,Banana,13.24,90.8,0.14,NORMAL,2026-09-10,17,42,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:42:39.291615,Mango,11.45,86.55,0.13,NORMAL,2026-09-10,17,42,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:42:39.297349,Tomato,11.53,85.47,0.16,NORMAL,2026-09-10,17,42,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:42:41.296454,Banana,13.36,91.3,0.18,NORMAL,2026-09-10,17,42,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:42:41.300426,Avocado,14.15,70.05,0.3,WARNING,2026-09-10,17,42,5.0,13.0,85.0,95.0,1.15,14.95,0.22999999999999998,0.7474999999999999,0.24999999999999994,41.61,Medium,True,True,False
CONT_003,2026-09-10 17:42:43.300026,Tomato,7.79,61.99,0.31,WARNING,2026-09-10,17,42,10.0,12.0,85.0,95.0,2.21,23.01,0.442,1.0,0.27499999999999997,59.55,Medium,True,True,False
CONT_002,2026-09-10 17:42:43.303669,Avocado,11.41,94.09,0.18,NORMAL,2026-09-10,17,42,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:42:45.305861,Avocado,8.88,89.13,0.15,NORMAL,2026-09-10,17,42,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:42:45.307395,Mango,12.51,88.64,0.12,NORMAL,2026-09-10,17,42,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:42:47.310039,Mango,11.53,86.88,0.14,NORMAL,2026-09-10,17,42,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:42:47.314495,Avocado,7.1,89.0,0.14,NORMAL,2026-09-10,17,42,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:42:49.316004,Mango,12.86,88.59,0.09,NORMAL,2026-09-10,17,42,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:42:49.316475,Mango,11.82,89.9,0.11,NORMAL,2026-09-10,17,42,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:42:51.319411,Avocado,2.77,100.0,0.27,WARNING,2026-09-10,17,42,5.0,13.0,85.0,95.0,2.23,5.0,0.446,0.25,0.17500000000000002,30.97,Medium,True,True,False
CONT_003,2026-09-10 17:42:51.320365,Banana,13.15,94.31,0.09,NORMAL,2026-09-10,17,42,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:42:53.323407,Tomato,14.07,69.56,0.27,WARNING,2026-09-10,17,42,10.0,12.0,85.0,95.0,2.07,15.44,0.414,0.772,0.17500000000000002,47.96,Medium,True,True,False
CONT_005,2026-09-10 17:42:53.323244,Mango,14.71,63.47,0.29,WARNING,2026-09-10,17,42,10.0,13.0,85.0,90.0,1.71,21.53,0.34199999999999997,1.0,0.22499999999999992,54.31,Medium,True,True,False
CONT_001,2026-09-10 17:42:55.670019,Avocado,5.95,88.03,0.17,NORMAL,2026-09-10,17,42,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:42:55.669612,Mango,11.3,87.45,0.05,NORMAL,2026-09-10,17,42,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:42:57.926820,Banana,13.05,93.48,0.09,NORMAL,2026-09-10,17,42,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:42:57.928430,Tomato,11.04,92.24,0.16,NORMAL,2026-09-10,17,42,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:42:59.931021,Avocado,8.72,92.97,0.15,NORMAL,2026-09-10,17,42,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:42:59.932850,Tomato,11.79,85.66,0.15,NORMAL,2026-09-10,17,42,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:43:01.937390,Banana,13.6,93.39,0.05,NORMAL,2026-09-10,17,43,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:43:01.938947,Banana,13.47,93.96,0.18,NORMAL,2026-09-10,17,43,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:43:03.939807,Tomato,13.31,100.0,0.28,WARNING,2026-09-10,17,43,10.0,12.0,85.0,95.0,1.31,5.0,0.262,0.25,0.20000000000000004,24.23,Low,True,True,False
CONT_004,2026-09-10 17:43:03.953820,Banana,13.47,86.59,0.11,NORMAL,2026-09-10,17,43,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:43:05.954250,Mango,12.46,89.53,0.1,NORMAL,2026-09-10,17,43,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:43:05.972327,Tomato,11.13,93.18,0.07,NORMAL,2026-09-10,17,43,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:43:07.956955,Avocado,8.56,86.4,0.07,NORMAL,2026-09-10,17,43,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:43:07.974991,Banana,10.51,100.0,0.33,WARNING,2026-09-10,17,43,13.0,14.0,85.0,95.0,2.49,5.0,0.49800000000000005,0.25,0.325,36.8,Medium,True,True,False
CONT_005,2026-09-10 17:43:09.959142,Mango,12.32,85.91,0.09,NORMAL,2026-09-10,17,43,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:43:09.980574,Tomato,10.68,94.61,0.07,NORMAL,2026-09-10,17,43,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:43:11.965714,Banana,13.36,93.73,0.09,NORMAL,2026-09-10,17,43,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:43:11.984097,Tomato,11.38,90.51,0.2,NORMAL,2026-09-10,17,43,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:43:13.969233,Mango,12.86,88.39,0.16,NORMAL,2026-09-10,17,43,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:43:13.986880,Avocado,7.04,89.34,0.15,NORMAL,2026-09-10,17,43,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:43:15.972313,Tomato,11.14,89.23,0.09,NORMAL,2026-09-10,17,43,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:43:15.989794,Avocado,7.31,89.79,0.19,NORMAL,2026-09-10,17,43,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:43:18.101690,Banana,16.45,61.86,0.34,WARNING,2026-09-10,17,43,13.0,14.0,85.0,95.0,2.45,23.14,0.49000000000000005,1.0,0.35000000000000003,63.35,High,True,True,False
CONT_004,2026-09-10 17:43:18.101921,Banana,10.44,64.39,0.23,WARNING,2026-09-10,17,43,13.0,14.0,85.0,95.0,2.56,20.61,0.512,1.0,0.075,57.36,Medium,True,True,False
CONT_003,2026-09-10 17:43:20.216835,Tomato,11.59,94.84,0.12,NORMAL,2026-09-10,17,43,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:43:20.198887,Banana,11.58,100.0,0.33,WARNING,2026-09-10,17,43,13.0,14.0,85.0,95.0,1.42,5.0,0.284,0.25,0.325,28.24,Medium,True,True,False
CONT_004,2026-09-10 17:43:22.475696,Mango,12.9,85.6,0.15,NORMAL,2026-09-10,17,43,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:43:22.475559,Tomato,11.54,88.39,0.12,NORMAL,2026-09-10,17,43,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:43:24.822214,Mango,4.8,100.0,0.4,ANOMALY,2026-09-10,17,43,10.0,13.0,85.0,90.0,5.2,10.0,1.0,0.5,0.5,70.0,High,True,True,True
CONT_001,2026-09-10 17:43:24.822198,Tomato,11.88,87.58,0.06,NORMAL,2026-09-10,17,43,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:43:26.948456,Tomato,4.05,100.0,0.36,ANOMALY,2026-09-10,17,43,10.0,12.0,85.0,95.0,5.95,5.0,1.0,0.25,0.3999999999999999,58.75,Medium,True,True,True
CONT_002,2026-09-10 17:43:26.949478,Mango,15.56,73.39,0.32,WARNING,2026-09-10,17,43,10.0,13.0,85.0,90.0,2.56,11.61,0.512,0.5805,0.3,48.3,Medium,True,True,False
CONT_003,2026-09-10 17:43:28.952712,Mango,12.37,86.74,0.07,NORMAL,2026-09-10,17,43,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:43:28.959265,Mango,12.81,88.93,0.06,NORMAL,2026-09-10,17,43,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:43:30.955531,Tomato,11.28,91.27,0.15,NORMAL,2026-09-10,17,43,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:43:30.966041,Banana,13.86,87.72,0.06,NORMAL,2026-09-10,17,43,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:43:32.958318,Mango,16.18,63.47,0.42,ANOMALY,2026-09-10,17,43,10.0,13.0,85.0,90.0,3.18,21.53,0.636,1.0,0.5499999999999999,74.19,High,True,True,True
CONT_003,2026-09-10 17:43:32.971514,Avocado,15.74,71.89,0.32,WARNING,2026-09-10,17,43,5.0,13.0,85.0,95.0,2.74,13.11,0.548,0.6555,0.3,52.36,Medium,True,True,False
CONT_005,2026-09-10 17:43:34.988338,Tomato,7.76,100.0,0.26,WARNING,2026-09-10,17,43,10.0,12.0,85.0,95.0,2.24,5.0,0.44800000000000006,0.25,0.15,30.42,Medium,True,True,False
CONT_005,2026-09-10 17:43:35.186048,Mango,10.52,88.92,0.07,NORMAL,2026-09-10,17,43,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:43:37.002294,Banana,8.06,100.0,0.36,ANOMALY,2026-09-10,17,43,13.0,14.0,85.0,95.0,4.94,5.0,0.9880000000000001,0.25,0.3999999999999999,58.27,Medium,True,True,True
CONT_004,2026-09-10 17:43:37.322768,Tomato,10.31,86.27,0.08,NORMAL,2026-09-10,17,43,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:43:39.010761,Avocado,10.69,85.99,0.05,NORMAL,2026-09-10,17,43,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:43:39.328512,Banana,13.29,89.59,0.2,NORMAL,2026-09-10,17,43,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:43:41.015392,Banana,13.79,89.34,0.19,NORMAL,2026-09-10,17,43,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:43:41.331802,Mango,11.34,87.8,0.17,NORMAL,2026-09-10,17,43,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:43:43.018401,Avocado,6.98,85.22,0.17,NORMAL,2026-09-10,17,43,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:43:43.334419,Mango,11.54,85.16,0.18,NORMAL,2026-09-10,17,43,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:43:45.021646,Banana,13.63,88.18,0.16,NORMAL,2026-09-10,17,43,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:43:45.338114,Tomato,13.97,100.0,0.27,WARNING,2026-09-10,17,43,10.0,12.0,85.0,95.0,1.97,5.0,0.394,0.25,0.17500000000000002,28.88,Medium,True,True,False
CONT_003,2026-09-10 17:43:47.031753,Avocado,6.36,91.0,0.07,NORMAL,2026-09-10,17,43,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:43:47.345312,Tomato,8.87,100.0,0.21,WARNING,2026-09-10,17,43,10.0,12.0,85.0,95.0,1.13,5.0,0.22599999999999998,0.25,0.024999999999999953,18.42,Low,True,True,False
CONT_003,2026-09-10 17:43:49.034522,Banana,13.0,88.04,0.07,NORMAL,2026-09-10,17,43,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:43:49.349369,Banana,16.93,100.0,0.32,WARNING,2026-09-10,17,43,13.0,14.0,85.0,95.0,2.93,5.0,0.5860000000000001,0.25,0.3,39.69,Medium,True,True,False
CONT_005,2026-09-10 17:43:51.037908,Mango,17.14,67.35,0.55,ANOMALY,2026-09-10,17,43,10.0,13.0,85.0,90.0,4.14,17.65,0.828,0.8825,0.875,85.88,Critical,True,True,True
CONT_004,2026-09-10 17:43:51.352327,Banana,15.89,100.0,0.26,WARNING,2026-09-10,17,43,13.0,14.0,85.0,95.0,1.89,5.0,0.378,0.25,0.15,27.62,Medium,True,True,False
CONT_001,2026-09-10 17:43:53.042303,Tomato,7.19,100.0,0.32,WARNING,2026-09-10,17,43,10.0,12.0,85.0,95.0,2.81,5.0,0.562,0.25,0.3,38.73,Medium,True,True,False
CONT_001,2026-09-10 17:43:53.355281,Avocado,10.61,85.58,0.15,NORMAL,2026-09-10,17,43,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:43:55.047653,Banana,11.44,100.0,0.29,WARNING,2026-09-10,17,43,13.0,14.0,85.0,95.0,1.56,5.0,0.312,0.25,0.22499999999999992,26.85,Medium,True,True,False
CONT_001,2026-09-10 17:43:55.357950,Avocado,7.31,87.11,0.06,NORMAL,2026-09-10,17,43,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:43:57.049885,Banana,11.87,100.0,0.27,WARNING,2026-09-10,17,43,13.0,14.0,85.0,95.0,1.13,5.0,0.22599999999999998,0.25,0.17500000000000002,22.17,Low,True,True,False
CONT_004,2026-09-10 17:43:57.403563,Banana,13.31,94.14,0.11,NORMAL,2026-09-10,17,43,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:43:59.053960,Banana,13.21,88.79,0.05,NORMAL,2026-09-10,17,43,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:43:59.423185,Avocado,9.95,86.54,0.15,NORMAL,2026-09-10,17,43,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:44:01.056101,Avocado,7.97,90.41,0.15,NORMAL,2026-09-10,17,44,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:44:01.427474,Mango,7.02,100.0,0.22,WARNING,2026-09-10,17,44,10.0,13.0,85.0,90.0,2.98,10.0,0.596,0.5,0.049999999999999975,42.59,Medium,True,True,False
CONT_005,2026-09-10 17:44:03.062540,Mango,10.74,87.04,0.17,NORMAL,2026-09-10,17,44,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:44:03.434465,Mango,12.78,86.65,0.09,NORMAL,2026-09-10,17,44,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:44:05.170311,Tomato,11.27,89.05,0.12,NORMAL,2026-09-10,17,44,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
